id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
93196,2026-04-20,Production Issue,PC-0015,300,300-RM,300-RM-02,,-35.1187,93.73,Production Order,MO-016006,Available,,-3291.6757509999998
93197,2026-04-20,Production Issue,PC-0038,300,300-RM,300-RM-03,,-63.121,67.55,Production Order,MO-016006,Available,,-4263.82355
93198,2026-04-20,Production Issue,PC-0061,300,300-RM,300-RM-04,,-98.2877,142.82,Production Order,MO-016006,Available,,-14037.449314
93199,2026-04-20,Production Issue,PC-0084,300,300-RM,300-RM-05,,-124.236,116.64,Production Order,MO-016006,Available,,-14490.887040000001
93200,2026-04-20,Production Issue,RM-0007,300,300-RM,300-RM-01,,-35.659,16.89,Production Order,MO-016006,Available,,-602.28051
93201,2026-04-20,Production Issue,RM-0030,300,300-RM,300-RM-02,,-64.139,35.71,Production Order,MO-016006,Available,,-2290.40369
93827,2026-04-20,Production Receipt,DRV-0032,200,200-FG,200-FG-04,,3.96,242.87,Production Order,MO-016113,Available,,961.7652
96628,2026-04-20,Production Issue,RM-0141,200,200-RM,200-RM-02,,-34.0233,25.07,Production Order,MO-016595,Available,,-852.964131
96629,2026-04-20,Production Issue,PC-0014,200,200-RM,200-RM-03,,-9.9779,90.46,Production Order,MO-016595,Available,,-902.600834
96630,2026-04-20,Production Issue,PC-0037,200,200-RM,200-RM-04,,-17.9194,64.28,Production Order,MO-016595,Available,,-1151.859032
97249,2026-04-20,Production Receipt,CTL-0005,300,300-FG,300-FG-03,,27.58,1064.96,Production Order,MO-016702,Available,,29371.5968
100055,2026-04-20,Production Issue,RM-0132,100,100-RM,100-RM-02,,-10.0485,17.71,Production Order,MO-017184,Available,,-177.95893500000003
100056,2026-04-20,Production Issue,PC-0005,100,100-RM,100-RM-03,,-14.0564,61.0,Production Order,MO-017184,Available,,-857.4404
100057,2026-04-20,Production Issue,PC-0028,100,100-RM,100-RM-04,,-3.6469,136.28,Production Order,MO-017184,Available,,-496.999532
100058,2026-04-20,Production Issue,PC-0051,100,100-RM,100-RM-05,,-6.5448,110.09,Production Order,MO-017184,Available,,-720.5170320000001
100688,2026-04-20,Production Receipt,AFT-0028,100,100-FG,100-FG-02,,7.84,349.76,Production Order,MO-017291,Available,,2742.1184
103489,2026-04-20,Production Issue,RM-0123,300,300-RM,300-RM-02,,-42.6319,35.71,Production Order,MO-017773,Available,,-1522.3851490000002
103490,2026-04-20,Production Issue,RM-0146,300,300-RM,300-RM-03,,-58.7418,29.16,Production Order,MO-017773,Available,,-1712.9108879999999
103491,2026-04-20,Production Issue,PC-0019,300,300-RM,300-RM-04,,-82.2463,106.82,Production Order,MO-017773,Available,,-8785.549766
103492,2026-04-20,Production Issue,PC-0042,300,300-RM,300-RM-05,,-21.7486,80.64,Production Order,MO-017773,Available,,-1753.807104
103493,2026-04-20,Production Issue,PC-0065,300,300-RM,300-RM-01,,-43.2929,54.46,Production Order,MO-017773,Available,,-2357.731334
104118,2026-04-20,Production Receipt,SA-0061,200,200-FG,200-FG-01,,2.925,377.21,Production Order,MO-017880,Available,,1103.3392499999998
106914,2026-04-20,Production Issue,RM-0039,100,100-RM,100-RM-02,,-3.4104,17.71,Production Order,MO-018362,Available,,-60.39818400000001
106915,2026-04-20,Production Issue,RM-0062,100,100-RM,100-RM-03,,-11.2441,11.16,Production Order,MO-018362,Available,,-125.484156
106916,2026-04-20,Production Issue,RM-0085,100,100-RM,100-RM-04,,-17.7057,29.98,Production Order,MO-018362,Available,,-530.8168860000001
106917,2026-04-20,Production Issue,RM-0108,100,100-RM,100-RM-05,,-26.4248,23.43,Production Order,MO-018362,Available,,-619.133064
107540,2026-04-20,Production Receipt,DRV-0054,200,200-FG,200-FG-05,,17.91,2389.08,Production Order,MO-018469,Available,,42788.4228
110342,2026-04-20,Production Issue,PC-0100,200,200-RM,200-RM-02,,-129.2626,67.55,Production Order,MO-018951,Available,,-8731.688629999999
110343,2026-04-20,Production Issue,RM-0008,200,200-RM,200-RM-03,,-18.4317,17.71,Production Order,MO-018951,Available,,-326.425407
110344,2026-04-20,Production Issue,RM-0031,200,200-RM,200-RM-04,,-54.7925,11.16,Production Order,MO-018951,Available,,-611.4843
110345,2026-04-20,Production Issue,RM-0054,200,200-RM,200-RM-05,,-97.5374,29.98,Production Order,MO-018951,Available,,-2924.171252
110346,2026-04-20,Production Issue,RM-0077,200,200-RM,200-RM-01,,-131.3474,23.43,Production Order,MO-018951,Available,,-3077.4695819999997
110977,2026-04-20,Production Receipt,CTL-0027,300,300-FG,300-FG-04,,6.93,1052.17,Production Order,MO-019058,Available,,7291.5381
113777,2026-04-20,Production Issue,PC-0091,300,300-RM,300-RM-02,,-37.46,139.55,Production Order,MO-019540,Available,,-5227.543000000001
113778,2026-04-20,Production Issue,SA-0041,300,300-RM,300-RM-03,,-50.3723,592.79,Production Order,MO-019540,Available,,-29860.195717
113779,2026-04-20,Production Issue,RM-0022,300,300-RM,300-RM-04,,-7.3324,29.16,Production Order,MO-019540,Available,,-213.812784
113780,2026-04-20,Production Issue,RM-0045,300,300-RM,300-RM-05,,-21.7799,22.61,Production Order,MO-019540,Available,,-492.44353900000004
113781,2026-04-20,Production Issue,RM-0068,300,300-RM,300-RM-01,,-38.0453,16.07,Production Order,MO-019540,Available,,-611.387971
113782,2026-04-20,Production Issue,RM-0091,300,300-RM,300-RM-02,,-51.1981,34.89,Production Order,MO-019540,Available,,-1786.3017089999998
114402,2026-04-20,Production Receipt,AFT-0050,100,100-FG,100-FG-03,LOT-2604-019647,34.475,2471.31,Production Order,MO-019647,Available,,85198.41225000001
117203,2026-04-20,Production Issue,SA-0057,100,100-RM,100-RM-02,,-6.6127,231.94,Production Order,MO-020129,Available,,-1533.749638
117204,2026-04-20,Production Issue,RM-0015,100,100-RM,100-RM-03,,-10.6404,23.43,Production Order,MO-020129,Available,,-249.30457199999998
117205,2026-04-20,Production Issue,RM-0038,100,100-RM,100-RM-04,,-14.2963,16.89,Production Order,MO-020129,Available,,-241.46450700000003
117834,2026-04-20,Production Receipt,SA-0083,300,300-FG,300-FG-02,,13.72,1042.38,Production Order,MO-020236,Available,,14301.453600000003
120636,2026-04-20,Production Issue,PC-0013,200,200-RM,200-RM-02,,-110.759,87.19,Production Order,MO-020718,Available,,-9657.07721
120637,2026-04-20,Production Issue,PC-0036,200,200-RM,200-RM-03,,-24.9995,61.0,Production Order,MO-020718,Available,,-1524.9695000000002
120638,2026-04-20,Production Issue,PC-0059,200,200-RM,200-RM-04,,-53.566,136.28,Production Order,MO-020718,Available,,-7299.974480000001
120639,2026-04-20,Production Issue,PC-0082,200,200-RM,200-RM-05,,-88.2961,110.09,Production Order,MO-020718,Available,,-9720.517649
120640,2026-04-20,Production Issue,RM-0005,200,200-RM,200-RM-01,,-112.56,15.25,Production Order,MO-020718,Available,,-1716.54
120641,2026-04-20,Production Issue,RM-0028,200,200-RM,200-RM-02,,-25.3841,34.07,Production Order,MO-020718,Available,,-864.836287
121261,2026-04-20,Production Receipt,ACT-0016,200,200-FG,200-FG-01,,3.9,217.25,Production Order,MO-020825,Available,,847.275
124064,2026-04-20,Production Issue,RM-0004,200,200-RM,200-RM-02,,-24.2174,14.43,Production Order,MO-021307,Available,,-349.457082
124065,2026-04-20,Production Issue,RM-0027,200,200-RM,200-RM-03,,-31.4406,33.25,Production Order,MO-021307,Available,,-1045.39995
124066,2026-04-20,Production Issue,RM-0050,200,200-RM,200-RM-04,,-7.1025,26.71,Production Order,MO-021307,Available,,-189.707775
124689,2026-04-20,Production Receipt,SYS-0009,100,100-FG,100-FG-05,,27.86,550.07,Production Order,MO-021414,Available,,15324.950200000001
127491,2026-04-20,Production Issue,PC-0095,300,300-RM,300-RM-02,,-6.0632,51.19,Production Order,MO-021896,Available,,-310.375208
127492,2026-04-20,Production Issue,SA-0053,300,300-RM,300-RM-03,,-9.027,1117.67,Production Order,MO-021896,Available,,-10089.20709
127493,2026-04-20,Production Issue,RM-0019,300,300-RM,300-RM-04,,-12.7354,26.71,Production Order,MO-021896,Available,,-340.162534
127494,2026-04-20,Production Issue,RM-0042,300,300-RM,300-RM-05,,-2.5961,20.16,Production Order,MO-021896,Available,,-52.337376
128119,2026-04-20,Production Receipt,SA-0012,100,100-FG,100-FG-04,,7.92,416.54,Production Order,MO-022003,Available,,3298.9968000000003
130925,2026-04-20,Production Issue,RM-0054,100,100-RM,100-RM-02,,-15.2315,29.98,Production Order,MO-022485,Available,,-456.64037
130926,2026-04-20,Production Issue,RM-0077,100,100-RM,100-RM-03,,-35.4709,23.43,Production Order,MO-022485,Available,,-831.083187
130927,2026-04-20,Production Issue,RM-0100,100,100-RM,100-RM-04,,-52.7729,16.89,Production Order,MO-022485,Available,,-891.334281
130928,2026-04-20,Production Issue,RM-0123,100,100-RM,100-RM-05,,-76.0032,35.71,Production Order,MO-022485,Available,,-2714.0742720000003
130929,2026-04-20,Production Issue,RM-0146,100,100-RM,100-RM-01,,-15.4812,29.16,Production Order,MO-022485,Available,,-451.431792
131552,2026-04-20,Production Receipt,DRV-0005,100,100-FG,100-FG-03,,2.955,1162.73,Production Order,MO-022592,Available,,3435.86715
134356,2026-04-20,Production Issue,RM-0037,300,300-RM,300-RM-02,,-23.6341,16.07,Production Order,MO-023074,Available,,-379.799987
134357,2026-04-20,Production Issue,RM-0060,300,300-RM,300-RM-03,,-29.8166,34.89,Production Order,MO-023074,Available,,-1040.301174
134358,2026-04-20,Production Issue,RM-0083,300,300-RM,300-RM-04,,-8.5771,28.34,Production Order,MO-023074,Available,,-243.07501399999998
134359,2026-04-20,Production Issue,RM-0106,300,300-RM,300-RM-05,,-15.3985,21.8,Production Order,MO-023074,Available,,-335.6873
134985,2026-04-20,Production Receipt,ACT-0038,200,200-FG,200-FG-02,,17.64,422.97,Production Order,MO-023181,Available,,7461.1908
137786,2026-04-20,Production Issue,PC-0053,200,200-RM,200-RM-02,,-83.538,116.64,Production Order,MO-023663,Available,,-9743.87232
137787,2026-04-20,Production Issue,PC-0076,200,200-RM,200-RM-03,,-115.1489,90.46,Production Order,MO-023663,Available,,-10416.369493999999
137788,2026-04-20,Production Issue,PC-0099,200,200-RM,200-RM-04,,-161.1536,64.28,Production Order,MO-023663,Available,,-10358.953408000001
137789,2026-04-20,Production Issue,RM-0007,200,200-RM,200-RM-05,,-42.63,16.89,Production Order,MO-023663,Available,,-720.0207
137790,2026-04-20,Production Issue,RM-0030,200,200-RM,200-RM-01,,-84.8232,35.71,Production Order,MO-023663,Available,,-3029.0364720000002
138407,2026-04-20,Production Receipt,AFT-0001,100,100-FG,100-FG-01,,6.825,1725.18,Production Order,MO-023770,Available,,11774.353500000001
141209,2026-04-20,Production Issue,PC-0044,100,100-RM,100-RM-02,,-16.3437,87.19,Production Order,MO-024252,Available,,-1425.007203
141210,2026-04-20,Production Issue,PC-0067,100,100-RM,100-RM-03,,-32.5786,61.0,Production Order,MO-024252,Available,,-1987.2946000000002
141211,2026-04-20,Production Issue,PC-0090,100,100-RM,100-RM-04,,-45.7676,136.28,Production Order,MO-024252,Available,,-6237.208528
141212,2026-04-20,Production Issue,SA-0039,100,100-RM,100-RM-05,,-64.1058,1037.22,Production Order,MO-024252,Available,,-66491.817876
141213,2026-04-20,Production Issue,RM-0021,100,100-RM,100-RM-01,,-16.6139,28.34,Production Order,MO-024252,Available,,-470.83792600000004
141214,2026-04-20,Production Issue,RM-0044,100,100-RM,100-RM-02,,-33.0876,21.8,Production Order,MO-024252,Available,,-721.3096800000001
141842,2026-04-20,Production Receipt,SA-0034,200,200-FG,200-FG-05,,34.825,752.56,Production Order,MO-024359,Available,,26207.902000000002
144643,2026-04-20,Production Issue,RM-0080,100,100-RM,100-RM-02,,-14.892,25.89,Production Order,MO-024841,Available,,-385.55388
144644,2026-04-20,Production Issue,RM-0103,100,100-RM,100-RM-03,,-2.1226,19.34,Production Order,MO-024841,Available,,-41.051083999999996
144645,2026-04-20,Production Issue,RM-0126,100,100-RM,100-RM-04,,-6.3121,12.8,Production Order,MO-024841,Available,,-80.79488
144646,2026-04-20,Production Issue,RM-0149,100,100-RM,100-RM-05,,-10.1338,31.61,Production Order,MO-024841,Available,,-320.32941800000003
144647,2026-04-20,Production Issue,PC-0022,100,100-RM,100-RM-01,,-15.1303,116.64,Production Order,MO-024841,Available,,-1764.798192
145270,2026-04-20,Production Receipt,DRV-0027,100,100-FG,100-FG-04,LOT-2604-024948,13.86,1168.75,Production Order,MO-024948,Available,,16198.875
148070,2026-04-20,Production Issue,RM-0056,100,100-RM,100-RM-02,,-75.5052,31.61,Production Order,MO-025430,Available,,-2386.719372
148071,2026-04-20,Production Issue,RM-0079,100,100-RM,100-RM-03,,-101.5704,25.07,Production Order,MO-025430,Available,,-2546.369928
148072,2026-04-20,Production Issue,RM-0102,100,100-RM,100-RM-04,,-14.7784,18.52,Production Order,MO-025430,Available,,-273.695968
148073,2026-04-20,Production Issue,RM-0125,100,100-RM,100-RM-05,,-43.9139,11.98,Production Order,MO-025430,Available,,-526.088522
148074,2026-04-20,Production Issue,RM-0148,100,100-RM,100-RM-01,,-76.6759,30.8,Production Order,MO-025430,Available,,-2361.61772
148075,2026-04-20,Production Issue,PC-0021,100,100-RM,100-RM-02,,-103.222,113.37,Production Order,MO-025430,Available,,-11702.27814
148690,2026-04-20,Production Receipt,ACT-0060,200,200-FG,200-FG-03,,3.94,218.01,Production Order,MO-025537,Available,,858.9594
151498,2026-04-20,Production Issue,RM-0047,200,200-RM,200-RM-02,,-12.023,24.25,Production Order,MO-026019,Available,,-291.55775
151499,2026-04-20,Production Issue,RM-0070,200,200-RM,200-RM-03,,-21.4498,17.71,Production Order,MO-026019,Available,,-379.875958
151500,2026-04-20,Production Issue,RM-0093,200,200-RM,200-RM-04,,-28.8309,11.16,Production Order,MO-026019,Available,,-321.752844
152127,2026-04-20,Production Receipt,AFT-0023,100,100-FG,100-FG-02,,27.44,273.18,Production Order,MO-026126,Available,,7496.059200000001
154929,2026-04-20,Production Issue,RM-0038,100,100-RM,100-RM-02,,-1.5103,16.89,Production Order,MO-026608,Available,,-25.508967000000002
154930,2026-04-20,Production Issue,RM-0061,100,100-RM,100-RM-03,,-4.9707,35.71,Production Order,MO-026608,Available,,-177.503697
154931,2026-04-20,Production Issue,RM-0084,100,100-RM,100-RM-04,,-7.839,29.16,Production Order,MO-026608,Available,,-228.58524000000003
154932,2026-04-20,Production Issue,RM-0107,100,100-RM,100-RM-05,,-11.6788,22.61,Production Order,MO-026608,Available,,-264.05766800000004
155558,2026-04-20,Production Receipt,SA-0056,300,300-FG,300-FG-01,,7.8,586.12,Production Order,MO-026715,Available,,4571.736
158359,2026-04-20,Production Issue,PC-0054,200,200-RM,200-RM-02,,-54.9181,119.91,Production Order,MO-027197,Available,,-6585.229371
158360,2026-04-20,Production Issue,PC-0077,200,200-RM,200-RM-03,,-71.3261,93.73,Production Order,MO-027197,Available,,-6685.395353
158361,2026-04-20,Production Issue,PC-0100,200,200-RM,200-RM-04,,-16.1054,67.55,Production Order,MO-027197,Available,,-1087.91977
158984,2026-04-20,Production Receipt,DRV-0049,100,100-FG,100-FG-05,,2.985,1199.79,Production Order,MO-027304,Available,,3581.37315
161792,2026-04-20,Production Issue,PC-0015,100,100-RM,100-RM-02,,-14.2555,93.73,Production Order,MO-027786,Available,,-1336.168015
161793,2026-04-20,Production Issue,PC-0038,100,100-RM,100-RM-03,,-21.2315,67.55,Production Order,MO-027786,Available,,-1434.187825
161794,2026-04-20,Production Issue,PC-0061,100,100-RM,100-RM-04,,-27.0144,142.82,Production Order,MO-027786,Available,,-3858.1966079999997
161795,2026-04-20,Production Issue,PC-0084,100,100-RM,100-RM-05,,-6.1057,116.64,Production Order,MO-027786,Available,,-712.1688479999999
162419,2026-04-20,Production Receipt,CTL-0022,300,300-FG,300-FG-04,,17.82,2070.12,Production Order,MO-027893,Available,,36889.5384
165220,2026-04-20,Production Issue,SA-0005,300,300-RM,300-RM-02,,-29.8595,624.02,Production Order,MO-028375,Available,,-18632.925189999998
165221,2026-04-20,Production Issue,SA-0074,300,300-RM,300-RM-03,,-69.5058,369.13,Production Order,MO-028375,Available,,-25656.675954
165222,2026-04-20,Production Issue,RM-0020,300,300-RM,300-RM-04,,-103.4482,27.52,Production Order,MO-028375,Available,,-2846.894464
165223,2026-04-20,Production Issue,RM-0043,300,300-RM,300-RM-05,,-148.9208,20.98,Production Order,MO-028375,Available,,-3124.3583840000006
165224,2026-04-20,Production Issue,RM-0066,300,300-RM,300-RM-01,,-30.345,14.43,Production Order,MO-028375,Available,,-437.87834999999995
165853,2026-04-20,Production Receipt,AFT-0045,300,300-FG,300-FG-03,,6.895,1273.82,Production Order,MO-028482,Available,,8782.988899999998
168649,2026-04-20,Production Issue,RM-0007,100,100-RM,100-RM-02,,-57.1805,16.89,Production Order,MO-028964,Available,,-965.7786450000001
168650,2026-04-20,Production Issue,RM-0030,100,100-RM,100-RM-03,,-11.6344,35.71,Production Order,MO-028964,Available,,-415.464424
168651,2026-04-20,Production Issue,RM-0053,100,100-RM,100-RM-04,,-27.647,29.16,Production Order,MO-028964,Available,,-806.18652
168652,2026-04-20,Production Issue,RM-0076,100,100-RM,100-RM-05,,-41.115,22.61,Production Order,MO-028964,Available,,-929.61015
168653,2026-04-20,Production Issue,RM-0099,100,100-RM,100-RM-01,,-58.081,16.07,Production Order,MO-028964,Available,,-933.3616700000001
168654,2026-04-20,Production Issue,RM-0122,100,100-RM,100-RM-02,,-11.8267,34.89,Production Order,MO-028964,Available,,-412.63356300000004
169275,2026-04-20,Production Receipt,SA-0078,100,100-FG,100-FG-02,,34.3,818.18,Production Order,MO-029071,Available,,28063.573999999997
172083,2026-04-20,Production Issue,RM-0078,300,300-RM,300-RM-02,,-9.6206,24.25,Production Order,MO-029553,Available,,-233.29954999999998
172084,2026-04-20,Production Issue,RM-0101,300,300-RM,300-RM-03,,-13.266,17.71,Production Order,MO-029553,Available,,-234.94086000000001
172085,2026-04-20,Production Issue,RM-0124,300,300-RM,300-RM-04,,-18.5581,11.16,Production Order,MO-029553,Available,,-207.108396
172086,2026-04-20,Production Issue,RM-0147,300,300-RM,300-RM-05,,-4.911,29.98,Production Order,MO-029553,Available,,-147.23178
172087,2026-04-20,Production Issue,PC-0020,300,300-RM,300-RM-01,,-8.8128,110.09,Production Order,MO-029553,Available,,-970.201152
172712,2026-04-20,Production Receipt,ACT-0011,100,100-FG,100-FG-01,,13.65,416.58,Production Order,MO-029660,Available,,5686.317
174952,2026-04-20,Customer Shipment,ACT-0036,200,200-FG,200-FG-05,,-4.0,207.18,Shipment,SHP-000135,Available,,-828.72
174953,2026-04-20,Customer Shipment,ACT-0047,100,100-FG,100-FG-05,,-9.0,766.28,Shipment,SHP-000135,Available,,-6896.5199999999995
175982,2026-04-20,Customer Shipment,SYS-0011,100,100-FG,100-FG-05,,-4.0,1020.49,Shipment,SHP-000650,Available,,-4081.96
175983,2026-04-20,Customer Shipment,SYS-0022,300,300-FG,300-FG-05,,-9.0,4965.2,Shipment,SHP-000650,Available,,-44686.799999999996
177126,2026-04-20,Customer Shipment,SYS-0002,300,300-FG,300-FG-01,,-22.0,1223.7,Shipment,SHP-001222,Available,,-26921.4
177127,2026-04-20,Customer Shipment,SYS-0013,100,100-FG,100-FG-01,,-33.0,871.78,Shipment,SHP-001222,Available,,-28768.739999999998
180060,2026-04-20,Customer Shipment,CTL-0021,300,300-FG,300-FG-05,,-9.0,849.25,Shipment,SHP-002689,Available,,-7643.25
180061,2026-04-20,Customer Shipment,CTL-0032,300,300-FG,300-FG-05,,-13.0,1947.94,Shipment,SHP-002689,Available,,-25323.22
181204,2026-04-20,Customer Shipment,CTL-0012,300,300-FG,300-FG-01,,-33.0,4482.68,Shipment,SHP-003261,Available,,-147928.44
181205,2026-04-20,Customer Shipment,CTL-0023,300,300-FG,300-FG-01,,-55.0,1243.13,Shipment,SHP-003261,Available,,-68372.15000000001
