item_id,site_code,planner_code,buyer_code,lead_time_days,safety_stock,reorder_point,min_order_qty,order_multiple,standard_material_cost,standard_labor_cost,standard_variable_overhead,standard_fixed_overhead,standard_outside_processing,standard_cost_effective_date
RM-0142,400,PLN-400-07,BUY-11,48,95.0,115.0,25.0,50.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0143,100,PLN-100-08,BUY-12,51,225.0,255.0,50.0,100.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0143,200,PLN-200-08,BUY-12,51,225.0,255.0,50.0,100.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0143,300,PLN-300-08,BUY-12,51,225.0,255.0,50.0,100.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0143,400,PLN-400-08,BUY-12,51,225.0,255.0,50.0,100.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0144,100,PLN-100-01,BUY-01,54,2.6,2.8,1.0,1.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0144,200,PLN-200-01,BUY-01,54,2.6,2.8,1.0,1.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0144,300,PLN-300-01,BUY-01,54,2.6,2.8,1.0,1.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0144,400,PLN-400-01,BUY-01,54,2.6,2.8,1.0,1.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0145,100,PLN-100-02,BUY-02,57,6.0,15.25,2.0,5.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0145,200,PLN-200-02,BUY-02,57,6.0,15.25,2.0,5.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0145,300,PLN-300-02,BUY-02,57,6.0,15.25,2.0,5.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0145,400,PLN-400-02,BUY-02,57,6.0,15.25,2.0,5.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0146,100,PLN-100-03,BUY-03,60,15.5,33.0,5.0,10.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0146,200,PLN-200-03,BUY-03,60,15.5,33.0,5.0,10.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0146,300,PLN-300-03,BUY-03,60,15.5,33.0,5.0,10.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0146,400,PLN-400-03,BUY-03,60,15.5,33.0,5.0,10.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0147,100,PLN-100-04,BUY-04,8,38.0,36.0,10.0,20.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0147,200,PLN-200-04,BUY-04,8,38.0,36.0,10.0,20.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0147,300,PLN-300-04,BUY-04,8,38.0,36.0,10.0,20.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0147,400,PLN-400-04,BUY-04,8,38.0,36.0,10.0,20.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0148,100,PLN-100-05,BUY-05,11,112.5,102.5,25.0,50.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0148,200,PLN-200-05,BUY-05,11,112.5,102.5,25.0,50.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0148,300,PLN-300-05,BUY-05,11,112.5,102.5,25.0,50.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0148,400,PLN-400-05,BUY-05,11,112.5,102.5,25.0,50.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0149,100,PLN-100-06,BUY-06,14,260.0,230.0,50.0,100.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0149,200,PLN-200-06,BUY-06,14,260.0,230.0,50.0,100.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0149,300,PLN-300-06,BUY-06,14,260.0,230.0,50.0,100.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0149,400,PLN-400-06,BUY-06,14,260.0,230.0,50.0,100.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0150,100,PLN-100-07,BUY-07,17,1.2,2.55,1.0,1.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0150,200,PLN-200-07,BUY-07,17,1.2,2.55,1.0,1.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0150,300,PLN-300-07,BUY-07,17,1.2,2.55,1.0,1.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0150,400,PLN-400-07,BUY-07,17,1.2,2.55,1.0,1.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
SA-0001,200,PLN-200-02,,10,7.75,10.25,2.0,5.0,224.41,24.91,9.31,14.14,15.02,2026-01-01
SA-0002,300,PLN-300-03,,13,19.0,23.0,5.0,10.0,344.47,34.04,12.26,18.59,0.0,2026-01-01
SA-0003,100,PLN-100-04,,16,45.0,51.0,10.0,20.0,709.15,49.3,19.04,28.94,32.74,2026-01-01
SA-0004,200,PLN-200-05,,19,130.0,140.0,25.0,50.0,244.39,20.28,7.09,10.74,0.0,2026-01-01
SA-0005,300,PLN-300-06,,22,120.0,305.0,50.0,100.0,543.07,33.48,12.53,19.02,15.92,2026-01-01
SA-0006,100,PLN-100-07,,25,1.55,3.3,1.0,1.0,724.18,151.22,52.65,79.74,0.0,2026-01-01
SA-0007,200,PLN-200-08,,28,9.5,9.0,2.0,5.0,958.79,58.82,21.52,32.65,18.17,2026-01-01
SA-0008,300,PLN-300-01,,31,22.5,20.5,5.0,10.0,692.5,33.94,12.79,19.42,0.0,2026-01-01
SA-0009,100,PLN-100-02,,34,52.0,46.0,10.0,20.0,647.86,38.99,15.15,23.04,18.62,2026-01-01
SA-0010,200,PLN-200-03,,37,60.0,127.5,25.0,50.0,699.85,32.51,12.4,18.83,0.0,2026-01-01
SA-0011,300,PLN-300-04,,40,155.0,280.0,50.0,100.0,738.87,30.48,11.85,18.01,28.24,2026-01-01
SA-0012,100,PLN-100-05,,43,1.9,3.05,1.0,1.0,298.14,62.84,22.09,33.47,0.0,2026-01-01
SA-0013,200,PLN-200-06,,46,11.25,16.5,2.0,5.0,265.36,32.83,12.28,18.65,13.67,2026-01-01
SA-0014,300,PLN-300-07,,49,26.0,18.0,5.0,10.0,320.89,26.3,9.21,13.95,0.0,2026-01-01
SA-0015,100,PLN-100-08,,52,24.0,41.0,10.0,20.0,421.29,39.87,14.56,22.09,15.92,2026-01-01
SA-0016,200,PLN-200-01,,55,77.5,115.0,25.0,50.0,169.34,18.63,7.04,10.7,0.0,2026-01-01
SA-0017,300,PLN-300-02,,58,190.0,255.0,50.0,100.0,246.28,29.65,11.09,16.84,16.37,2026-01-01
SA-0018,100,PLN-100-03,,61,2.25,2.8,1.0,1.0,643.81,123.68,44.69,67.78,0.0,2026-01-01
SA-0019,200,PLN-200-04,,9,13.0,15.25,2.0,5.0,752.96,85.98,33.18,50.43,35.44,2026-01-01
SA-0020,300,PLN-300-05,,12,12.0,33.0,5.0,10.0,328.63,33.45,11.73,17.77,0.0,2026-01-01
SA-0021,100,PLN-100-06,,15,31.0,36.0,10.0,20.0,841.16,44.57,16.69,25.34,17.27,2026-01-01
SA-0022,200,PLN-200-07,,18,95.0,102.5,25.0,50.0,868.78,35.82,12.28,18.58,0.0,2026-01-01
SA-0023,300,PLN-300-08,,21,225.0,230.0,50.0,100.0,1363.97,33.38,11.69,17.7,13.67,2026-01-01
SA-0024,100,PLN-100-01,,24,2.6,2.55,1.0,1.0,761.23,57.37,21.2,32.17,0.0,2026-01-01
SA-0025,200,PLN-200-02,,27,6.0,14.0,2.0,5.0,660.51,24.63,9.21,13.98,14.12,2026-01-01
SA-0026,300,PLN-300-03,,30,15.5,30.5,5.0,10.0,759.64,29.51,10.62,16.1,0.0,2026-01-01
SA-0027,100,PLN-100-04,,33,38.0,66.0,10.0,20.0,531.17,40.88,15.8,24.01,30.94,2026-01-01
SA-0028,200,PLN-200-05,,36,112.5,90.0,25.0,50.0,343.3,14.5,5.05,7.65,0.0,2026-01-01
SA-0029,300,PLN-300-06,,39,260.0,205.0,50.0,100.0,250.59,25.82,9.65,14.66,15.02,2026-01-01
SA-0030,100,PLN-100-07,,42,1.2,2.3,1.0,1.0,206.19,88.76,30.93,46.84,0.0,2026-01-01
SA-0031,200,PLN-200-08,,45,7.75,12.75,2.0,5.0,447.17,69.64,25.4,38.53,17.27,2026-01-01
SA-0032,300,PLN-300-01,,48,19.0,28.0,5.0,10.0,178.14,31.14,11.73,17.82,0.0,2026-01-01
SA-0033,100,PLN-100-02,,51,45.0,61.0,10.0,20.0,309.21,43.85,16.42,24.93,17.72,2026-01-01
SA-0034,200,PLN-200-03,,54,130.0,165.0,25.0,50.0,666.58,45.29,16.17,24.52,0.0,2026-01-01
SA-0035,300,PLN-300-04,,57,120.0,180.0,50.0,100.0,1148.92,42.09,16.08,24.43,32.29,2026-01-01
SA-0036,100,PLN-100-05,,60,1.55,2.05,1.0,1.0,406.74,47.44,16.79,25.45,0.0,2026-01-01
SA-0037,200,PLN-200-06,,8,9.5,11.5,2.0,5.0,978.08,29.48,11.59,17.62,18.62,2026-01-01
SA-0038,300,PLN-300-07,,11,22.5,25.5,5.0,10.0,994.72,21.92,7.68,11.64,0.0,2026-01-01
SA-0039,100,PLN-100-08,,14,52.0,56.0,10.0,20.0,961.0,31.88,11.65,17.67,15.02,2026-01-01
SA-0040,200,PLN-200-01,,17,60.0,152.5,25.0,50.0,796.38,13.75,5.21,7.92,0.0,2026-01-01
SA-0041,300,PLN-300-02,,20,155.0,330.0,50.0,100.0,533.06,22.8,8.52,12.94,15.47,2026-01-01
SA-0042,100,PLN-100-03,,23,1.9,1.8,1.0,1.0,696.39,59.16,21.34,32.37,0.0,2026-01-01
SA-0043,200,PLN-200-04,,26,11.25,10.25,2.0,5.0,293.31,60.71,23.44,35.63,33.64,2026-01-01
SA-0044,300,PLN-300-05,,29,26.0,23.0,5.0,10.0,192.53,25.05,8.77,13.29,0.0,2026-01-01
SA-0045,100,PLN-100-06,,32,24.0,51.0,10.0,20.0,191.34,39.1,14.63,22.22,16.37,2026-01-01
SA-0046,200,PLN-200-07,,35,77.5,140.0,25.0,50.0,205.8,50.68,17.68,26.79,0.0,2026-01-01
SA-0047,300,PLN-300-08,,38,190.0,305.0,50.0,100.0,545.29,48.59,18.25,27.71,18.62,2026-01-01
SA-0048,100,PLN-100-01,,41,2.25,3.3,1.0,1.0,204.07,102.2,38.38,58.29,0.0,2026-01-01
SA-0049,200,PLN-200-02,,44,13.0,9.0,2.0,5.0,422.26,31.61,11.83,17.96,13.22,2026-01-01
SA-0050,300,PLN-300-03,,47,12.0,20.5,5.0,10.0,843.41,26.91,9.83,14.91,0.0,2026-01-01
SA-0051,100,PLN-100-04,,50,31.0,46.0,10.0,20.0,1007.72,26.25,10.16,15.44,29.14,2026-01-01
SA-0052,200,PLN-200-05,,53,95.0,127.5,25.0,50.0,496.21,9.87,3.42,5.18,0.0,2026-01-01
SA-0053,300,PLN-300-06,,56,225.0,280.0,50.0,100.0,1066.75,18.97,7.08,10.76,14.12,2026-01-01
SA-0054,100,PLN-100-07,,59,2.6,3.05,1.0,1.0,634.55,120.83,42.08,63.73,0.0,2026-01-01
SA-0055,200,PLN-200-08,,7,6.0,16.5,2.0,5.0,902.93,69.22,25.25,38.3,16.37,2026-01-01
SA-0056,300,PLN-300-01,,10,15.5,18.0,5.0,10.0,542.65,22.28,8.41,12.78,0.0,2026-01-01
SA-0057,100,PLN-100-02,,13,38.0,41.0,10.0,20.0,148.41,34.35,12.85,19.51,16.82,2026-01-01
SA-0058,200,PLN-200-03,,16,112.5,115.0,25.0,50.0,253.23,47.16,17.0,25.78,0.0,2026-01-01
SA-0059,300,PLN-300-04,,19,260.0,255.0,50.0,100.0,326.66,54.94,20.79,31.58,30.49,2026-01-01
SA-0060,100,PLN-100-05,,22,1.2,2.8,1.0,1.0,201.22,77.68,27.33,41.4,0.0,2026-01-01
SA-0061,200,PLN-200-06,,25,7.75,15.25,2.0,5.0,261.3,50.78,18.83,28.58,17.72,2026-01-01
SA-0062,300,PLN-300-07,,28,19.0,33.0,5.0,10.0,452.59,38.2,12.79,19.34,0.0,2026-01-01
SA-0063,100,PLN-100-08,,31,45.0,36.0,10.0,20.0,988.13,28.32,9.91,15.01,14.12,2026-01-01
SA-0064,200,PLN-200-01,,34,130.0,102.5,25.0,50.0,222.83,7.66,2.93,4.45,0.0,2026-01-01
SA-0065,300,PLN-300-02,,37,120.0,230.0,50.0,100.0,658.61,15.14,5.65,8.57,14.57,2026-01-01
SA-0066,100,PLN-100-03,,40,1.55,2.55,1.0,1.0,915.19,92.29,33.33,50.55,0.0,2026-01-01
SA-0067,200,PLN-200-04,,43,9.5,14.0,2.0,5.0,1087.5,60.27,23.27,35.37,31.84,2026-01-01
SA-0068,300,PLN-300-05,,46,22.5,30.5,5.0,10.0,977.15,22.39,7.83,11.86,0.0,2026-01-01
SA-0069,100,PLN-100-06,,49,52.0,66.0,10.0,20.0,367.24,33.63,12.58,19.1,15.47,2026-01-01
SA-0070,200,PLN-200-07,,52,60.0,90.0,25.0,50.0,422.85,41.16,14.37,21.77,0.0,2026-01-01
SA-0071,300,PLN-300-08,,55,155.0,205.0,50.0,100.0,446.74,58.97,21.52,32.64,17.72,2026-01-01
SA-0072,100,PLN-100-01,,58,1.9,2.3,1.0,1.0,251.45,62.24,23.4,35.53,0.0,2026-01-01
SA-0073,200,PLN-200-02,,61,11.25,12.75,2.0,5.0,264.59,54.72,20.49,31.12,18.17,2026-01-01
SA-0074,300,PLN-300-03,,9,26.0,28.0,5.0,10.0,283.37,44.86,16.25,24.65,0.0,2026-01-01
SA-0075,100,PLN-100-04,,12,24.0,61.0,10.0,20.0,594.41,43.05,17.12,26.05,33.19,2026-01-01
SA-0076,200,PLN-200-05,,15,77.5,165.0,25.0,50.0,201.15,17.86,6.89,10.47,0.0,2026-01-01
SA-0077,300,PLN-300-06,,18,190.0,180.0,50.0,100.0,326.37,11.31,4.21,6.39,13.22,2026-01-01
SA-0078,100,PLN-100-07,,21,2.25,2.05,1.0,1.0,708.6,58.38,20.36,30.84,0.0,2026-01-01
SA-0079,200,PLN-200-08,,24,13.0,11.5,2.0,5.0,1138.69,45.24,16.51,25.05,15.47,2026-01-01
SA-0080,300,PLN-300-01,,27,12.0,25.5,5.0,10.0,495.02,19.47,7.36,11.18,0.0,2026-01-01
SA-0081,100,PLN-100-02,,30,31.0,56.0,10.0,20.0,733.62,28.87,10.8,16.4,15.92,2026-01-01
SA-0082,200,PLN-200-03,,33,95.0,152.5,25.0,50.0,920.23,39.27,14.15,21.46,0.0,2026-01-01
SA-0083,300,PLN-300-04,,36,225.0,330.0,50.0,100.0,894.48,57.46,22.18,33.72,34.54,2026-01-01
SA-0084,100,PLN-100-05,,39,2.6,1.8,1.0,1.0,634.68,39.8,13.97,21.16,0.0,2026-01-01
SA-0085,200,PLN-200-06,,42,6.0,10.25,2.0,5.0,668.7,46.51,17.41,26.44,16.82,2026-01-01
SA-0086,300,PLN-300-07,,45,15.5,23.0,5.0,10.0,489.94,48.66,17.46,26.48,0.0,2026-01-01
SA-0087,100,PLN-100-08,,48,38.0,51.0,10.0,20.0,348.81,43.73,15.77,23.92,13.22,2026-01-01
SA-0088,200,PLN-200-01,,51,112.5,140.0,25.0,50.0,179.69,25.27,9.16,13.89,0.0,2026-01-01
SA-0089,300,PLN-300-02,,54,260.0,305.0,50.0,100.0,292.35,19.53,7.11,10.78,13.67,2026-01-01
SA-0090,100,PLN-100-03,,57,1.2,3.3,1.0,1.0,352.63,125.43,45.32,68.73,0.0,2026-01-01
SA-0091,200,PLN-200-04,,60,7.75,9.0,2.0,5.0,619.97,35.01,13.53,20.57,30.04,2026-01-01
SA-0092,300,PLN-300-05,,8,19.0,20.5,5.0,10.0,218.4,13.99,4.87,7.38,0.0,2026-01-01
SA-0093,100,PLN-100-06,,11,45.0,46.0,10.0,20.0,612.79,24.12,9.02,13.69,14.57,2026-01-01
SA-0094,200,PLN-200-07,,14,130.0,127.5,25.0,50.0,751.4,33.53,11.72,17.75,0.0,2026-01-01
SA-0095,300,PLN-300-08,,17,120.0,280.0,50.0,100.0,1164.05,48.96,17.87,27.11,16.82,2026-01-01
SA-0096,100,PLN-100-01,,20,1.55,3.05,1.0,1.0,890.98,82.76,31.09,47.22,0.0,2026-01-01
SA-0097,200,PLN-200-02,,23,9.5,16.5,2.0,5.0,907.44,54.43,20.38,30.95,17.27,2026-01-01
SA-0098,300,PLN-300-03,,26,22.5,18.0,5.0,10.0,920.22,53.05,19.14,29.02,0.0,2026-01-01
SA-0099,100,PLN-100-04,,29,52.0,41.0,10.0,20.0,917.85,50.01,18.83,28.59,31.39,2026-01-01
SA-0100,200,PLN-200-05,,32,60.0,115.0,25.0,50.0,508.25,32.75,11.49,17.4,0.0,2026-01-01
SYS-0001,100,PLN-100-02,,10,7.75,10.25,2.0,5.0,417.31,27.22,10.18,15.45,14.12,2026-01-01
SYS-0002,300,PLN-300-03,,13,19.0,23.0,5.0,10.0,1158.73,34.58,12.08,18.31,0.0,2026-01-01
SYS-0003,100,PLN-100-04,,16,45.0,51.0,10.0,20.0,682.17,47.66,17.39,26.39,16.37,2026-01-01
SYS-0004,300,PLN-300-05,,19,130.0,140.0,25.0,50.0,229.24,21.85,8.25,12.53,0.0,2026-01-01
SYS-0005,100,PLN-100-06,,22,120.0,305.0,50.0,100.0,213.14,33.6,12.57,19.09,16.82,2026-01-01
SYS-0006,300,PLN-300-07,,25,1.55,3.3,1.0,1.0,298.75,72.24,26.08,39.55,0.0,2026-01-01
SYS-0007,100,PLN-100-08,,28,9.5,9.0,2.0,5.0,743.89,64.27,24.38,37.04,30.49,2026-01-01
SYS-0008,300,PLN-300-01,,31,22.5,20.5,5.0,10.0,156.41,32.73,11.48,17.39,0.0,2026-01-01
SYS-0009,100,PLN-100-02,,34,52.0,46.0,10.0,20.0,459.52,37.74,13.94,21.15,17.72,2026-01-01
SYS-0010,300,PLN-300-03,,37,60.0,127.5,25.0,50.0,964.19,29.15,9.64,14.57,0.0,2026-01-01
SYS-0011,100,PLN-100-04,,40,155.0,280.0,50.0,100.0,953.94,27.9,9.76,14.78,14.12,2026-01-01
SYS-0012,300,PLN-300-05,,43,1.9,3.05,1.0,1.0,398.03,75.2,28.26,42.91,0.0,2026-01-01
SYS-0013,100,PLN-100-06,,46,11.25,16.5,2.0,5.0,820.32,19.01,7.1,10.78,14.57,2026-01-01
SYS-0014,300,PLN-300-07,,49,26.0,18.0,5.0,10.0,793.17,28.29,10.18,15.43,0.0,2026-01-01
SYS-0015,100,PLN-100-08,,52,24.0,41.0,10.0,20.0,5386.11,42.87,16.56,25.18,31.84,2026-01-01
SYS-0016,300,PLN-300-01,,55,77.5,115.0,25.0,50.0,1989.25,17.55,6.13,9.28,0.0,2026-01-01
SYS-0017,100,PLN-100-02,,58,190.0,255.0,50.0,100.0,2796.86,29.77,11.13,16.91,15.47,2026-01-01
SYS-0018,300,PLN-300-03,,61,2.25,2.8,1.0,1.0,381.02,133.49,46.48,70.4,0.0,2026-01-01
SYS-0019,100,PLN-100-04,,9,13.0,15.25,2.0,5.0,1617.41,85.0,30.99,47.01,17.72,2026-01-01
SYS-0020,300,PLN-300-05,,12,12.0,33.0,5.0,10.0,3891.44,30.38,11.45,17.39,0.0,2026-01-01
SYS-0021,100,PLN-100-06,,15,31.0,36.0,10.0,20.0,1830.04,45.15,16.9,25.66,18.17,2026-01-01
SYS-0022,300,PLN-300-07,,18,95.0,102.5,25.0,50.0,4893.04,37.75,13.68,20.74,0.0,2026-01-01
SYS-0023,100,PLN-100-08,,21,225.0,230.0,50.0,100.0,2224.8,37.82,15.1,22.98,33.19,2026-01-01
SYS-0024,300,PLN-300-01,,24,2.6,2.55,1.0,1.0,5619.85,64.69,23.4,35.49,0.0,2026-01-01
SYS-0025,100,PLN-100-02,,27,6.0,14.0,2.0,5.0,458.29,26.93,10.07,15.29,13.22,2026-01-01
SYS-0026,300,PLN-300-03,,30,15.5,30.5,5.0,10.0,1344.97,30.19,10.56,15.99,0.0,2026-01-01
SYS-0027,100,PLN-100-04,,33,38.0,66.0,10.0,20.0,920.25,33.77,12.34,18.72,15.47,2026-01-01
SYS-0028,300,PLN-300-05,,36,112.5,90.0,25.0,50.0,2082.37,15.76,5.97,9.06,0.0,2026-01-01
SYS-0029,100,PLN-100-06,,39,260.0,205.0,50.0,100.0,1094.13,25.94,9.7,14.72,15.92,2026-01-01
SYS-0030,300,PLN-300-07,,42,1.2,2.3,1.0,1.0,3107.67,105.37,38.07,57.73,0.0,2026-01-01
